"Map","Name","DeleteGuid","KeepGuid","Entry","X","Y","Z","ClusterSize","DeleteInBaseline","KeepInBaseline"
"870","Farmstead Slave","508482","8169293","59577","1981.69","966.12","493.58","2","0","1"
"870","Farmstead Slave","508484","8169278","59577","1930.69","998.76","493.82","2","0","1"
"870","Farmstead Slave","508494","8169289","59577","1940.52","1034.56","493.6","2","0","1"
"870","Farmstead Slave","508495","8169276","59577","1933.01","990.14","493.68","2","0","1"
"870","Farmstead Slave","508496","8169277","59577","1931.26","993.99","493.68","2","0","1"
"870","Farmstead Slave","508504","8169286","59577","1942.43","1026.95","493.78","2","0","1"
"870","Farmstead Slave","508511","8169287","59577","1937.89","1032.08","493.76","2","0","1"
"870","Farmstead Slave","508516","8169335","59577","1889.67","1188.99","487.49","2","0","1"
"870","Farmstead Slave","508517","8169336","59577","1891","1190.72","487.19","2","0","1"
"870","Farmstead Slave","508522","8169328","59577","1855.47","1191.66","487.43","2","0","1"
"870","Farmstead Slave","508524","8169329","59577","1857.62","1188.38","487.65","2","0","1"
"870","Farmstead Slave","508525","8169330","59577","1861.13","1186.84","487.71","2","0","1"
"870","Farmstead Slave","508526","8169333","59577","1883.7","1190.65","487.37","2","0","1"
"870","Farraki Assassin","509531","8170725","66570","4716.9","933.35","16.91","2","0","1"
"870","Farraki Assassin","509559","8170723","66570","4765.23","933.48","16.95","2","0","1"
"870","Farraki Assassin","509628","8170727","66570","4748.27","899.32","16.67","2","0","1"
"870","Farwatch Hawkmaster","521434","8173337","62126","1307.66","4238.61","181.2","2","0","1"
"870","Farwatch Hawkmaster","523637","8173542","62126","1600.09","3898.65","227.91","2","0","1"
"870","Farwatch Hawkmaster","523646","8173515","62126","1621.49","3996.66","222.93","2","0","1"
"870","Farwatch Hawkmaster","523656","8173545","62126","1533.57","4003.04","222.76","2","0","1"
"870","Farwatch Hawkmaster","523681","8173345","62126","1358.02","4212.08","161.85","2","0","1"
"870","Farwatch Hawkmaster","523711","8173308","62126","1308.32","4135.88","167.26","2","0","1"
"870","Farwatch Hawkmaster","523715","8173318","62126","1325.51","4121.54","165.99","2","0","1"
"870","Farwatch Hawkmaster","523716","8173332","62126","1326.19","4092.68","167.66","2","0","1"
"870","Farwatch Hawkmaster","523726","8173379","62126","1386.63","4066.83","167.32","2","0","1"
"870","Farwatch Hawkmaster","523737","8173323","62126","1323.42","4207.8","160.38","2","0","1"
"870","Farwatch Hawkmaster","523748","8173313","62126","1248.85","4142.75","170.08","2","0","1"
"870","Farwatch Hawkmaster","523766","8173297","62126","1236.81","4216.31","165.69","2","0","1"
"870","Farwatch Hawkmaster","523771","8173305","62126","1291.77","4138.97","170.95","2","0","1"
"870","Farwatch Hawkmaster","523782","8173315","62126","1277.47","4201.99","162.04","2","0","1"
"870","Farwatch Hawkmaster","523789","8173307","62126","1267.53","4155.27","170.32","2","0","1"
"870","Farwatch Hawkmaster","523792","8173304","62126","1275.66","4160.77","169.79","2","0","1"
"870","Farwatch Landing Controller","523713","8173310","62248","1319.78","4122.19","200.42","2","0","1"
"870","Farwatch Landing Controller","523745","8173376","62248","1388.43","4082.65","200.83","2","0","1"
"870","Farwatch Landing Controller","523791","8173303","62248","1271.45","4154.2","200.98","2","0","1"
"870","Farwatch Marksman","521438","8173523","62125","1659.83","3943.61","227.59","2","0","1"
"870","Farwatch Marksman","521454","8173511","62125","1673.13","4010.58","220.41","2","0","1"
"870","Farwatch Marksman","523636","8173548","62125","1569.42","3877.18","233.9","2","0","1"
"870","Farwatch Marksman","523649","8173540","62125","1532.33","3939.88","227.61","2","0","1"
"870","Farwatch Marksman","523650","8173530","62125","1552.85","3999.41","228.29","2","0","1"
"870","Farwatch Marksman","523654","8173541","62125","1533.79","3942.67","227.34","2","0","1"
"870","Farwatch Marksman","523706","8173348","62125","1346.75","4086.05","166.41","2","0","1"
"870","Farwatch Marksman","523707","8173341","62125","1334.68","4086.58","167.76","2","0","1"
"870","Farwatch Marksman","523712","8173309","62125","1314.26","4138.72","166.69","2","0","1"
"870","Farwatch Marksman","523718","8173331","62125","1333.92","4097.62","168.16","2","0","1"
"870","Farwatch Marksman","523722","8173385","62125","1422.72","4092.6","169.42","2","0","1"
"870","Farwatch Marksman","523735","8173350","62125","1381.49","4131.83","163.11","2","0","1"
"870","Farwatch Marksman","523739","8173329","62125","1358.41","4186.89","162.99","2","0","1"
"870","Farwatch Marksman","523747","8173325","62125","1233.77","4124.13","181.12","2","0","1"
"870","Farwatch Marksman","523749","8173328","62125","1231.85","4118.46","181.85","2","0","1"
"870","Farwatch Marksman","523757","8173316","62125","1242.88","4146.63","170.17","2","0","1"
"870","Farwatch Marksman","523781","8173319","62125","1280.39","4205.54","161.76","2","0","1"
"870","Farwatch Marksman","523790","8173306","62125","1270.51","4163.9","168.91","2","0","1"
"870","Fear-Stricken Sentinel","503820","8165856","62277","1125.98","-384.4","-2281.36","2","0","1"
"870","Fearsome Jang","511816","8183367","64974","4032.93","1692.56","925.36","2","0","1"
"870","Feather Keeper Li","519457","8182048","65189","-2084.21","1488","0.53","2","0","1"
"870","Fela Woodear","504553","8168305","57313","709.61","-2358.99","84.89","2","0","1"
"870","Felstorm Warlock","505711","8166355","66270","-114.37","-1454.83","128.22","2","0","1"
"870","Felstorm Warlock","505716","8166310","66270","-116.49","-1525.56","72.92","2","0","1"
"870","Felstorm Warlock","505717","8166304","66270","-129.8","-1540.93","72.92","2","0","1"
"870","Felstorm Warlock","505720","8166334","66270","-59.33","-1503.48","128.25","2","0","1"
"870","Felstorm Warlock","505724","8166329","66270","-87.45","-1482.52","83.46","2","0","1"
"870","Felstorm Warlock","505778","8166303","66270","-138.19","-1571.67","72.92","2","0","1"
"870","Feng Spadepaw","513549","8161942","57121","-362.31","2175.09","113.6","2","0","1"
"870","Feverbite Hatchling","518239","8181741","58882","-1557.21","2137.97","29.7","2","0","1"
"870","Feverbite Hatchling","518240","8181746","58882","-1563.75","2142.72","29.6","2","0","1"
"870","Feverbite Hatchling","518365","8181699","58882","-1523.8","2175.02","24.67","2","0","1"
"870","Feverbite Hatchling","8181685","8181684","58882","-1486.46","2136.46","26.53","3","1","1"
"870","Feverbite Hatchling","8181686","8181684","58882","-1486.46","2136.46","26.53","3","1","1"
"870","Feverbite Hatchling","8181722","8181721","58882","-1544","2142","29.83","2","1","1"
"870","Feverbite Hatchling","8181728","8181727","58882","-1543.09","2138.36","29.05","2","1","1"
"870","Feverbite Hatchling","8181743","8181742","58882","-1555.5","2134.38","29.31","2","1","1"
"870","Feverbite Hatchling","8181757","8181756","58882","-1578.75","2135.63","31.03","3","1","1"
"870","Feverbite Hatchling","8181758","8181756","58882","-1578.75","2135.63","31.03","3","1","1"
"870","Feverbite Hatchling","8181774","8181773","58882","-1481.9","2089.44","25.75","3","1","1"
"870","Feverbite Hatchling","8181775","8181773","58882","-1481.9","2089.44","25.75","3","1","1"
"870","Feverbite Hatchling","8181779","8181778","58882","-1547.53","2087.32","31.02","4","1","1"
"870","Feverbite Hatchling","8181780","8181778","58882","-1547.53","2087.32","31.02","4","1","1"
"870","Feverbite Hatchling","8181781","8181778","58882","-1547.53","2087.32","31.02","4","1","1"
"870","Feverbite Hatchling","8181812","8181811","58882","-1494.42","2047.57","23.73","2","1","1"
"870","Field Hand","515055","8159567","59647","304.01","664.38","160.58","2","0","1"
"870","Field Hand","515078","8159577","59647","374.71","732.29","160.74","2","0","1"
"870","Field Hand","515081","8159584","59647","343.08","767.05","160.64","2","0","1"
"870","Field Hand","515090","8159604","59647","310.21","822.91","158.87","2","0","1"
"870","Field Hand","515092","8159603","59647","282.12","788.78","158.35","2","0","1"
"870","Field Hand","515096","8160155","59647","-80.86","872.08","160.58","2","0","1"
"870","Field Hand","515114","8160165","59647","-69.36","984.46","166.02","2","0","1"
"870","Field Hand","515148","8160183","59647","-50.5","885.64","163.39","2","0","1"
"870","Field Hand","515154","8160158","59647","-78.25","870.77","160.71","2","0","1"
"870","Field Hand","515176","8160151","59647","-113.91","968.85","166.46","2","0","1"
"870","Field Hand","515183","8160166","59647","-49.95","947.28","168.38","2","0","1"
"870","Field Hand","515185","8160163","59647","-65.04","946.56","167.35","2","0","1"
"870","Field Hand","515196","8159809","59647","249.79","1170.75","199.98","2","0","1"
"870","Field Hand","515206","8159828","59647","149.32","1324.82","217.01","2","0","1"
"870","Field Hand","515210","8159831","59647","109.02","1314.66","217.11","2","0","1"
"870","Field Hand","515213","8159813","59647","247.68","1258.02","217.3","2","0","1"
"870","Field Hand","515223","8159807","59647","289.3","1152.12","190.34","2","0","1"
"870","Field Hand","515226","8159812","59647","234.87","1239.86","217.29","2","0","1"
"870","Field Hand","515227","8159806","59647","271.91","1169.26","200.46","2","0","1"
"870","Field Hand","515249","8159931","59647","-138.35","1233.04","187.84","2","0","1"
"870","Field Hand","515261","8159853","59647","14.47","1352.35","217.32","2","0","1"
"870","Field Hand","515264","8159848","59647","-20.76","1292.65","209.56","2","0","1"
"870","Field Hand","515265","8159846","59647","37.8","1325.62","217.42","2","0","1"
"870","Field Hand","515267","8159843","59647","44.1","1321.56","217.41","2","0","1"
"870","Field Hand","515287","8159944","59647","-240.65","1396.39","222.19","2","0","1"
"870","Field Hand","515312","8159918","59647","-183.49","1401.49","216.67","2","0","1"
"870","Field Hand","515397","8159980","59647","-354.37","1399.32","217.2","2","0","1"
"870","Field Hand","515417","8159911","59647","-188.04","1386.98","215.66","2","0","1"
"870","Field Hand","515418","8159914","59647","-186.19","1389.39","215.75","2","0","1"
"870","Field Hand","515453","8160101","59647","-311.63","987","160.97","2","0","1"
"870","Field Hand","515455","8160111","59647","-254.71","994.92","160.95","2","0","1"
"870","Field Hand","515485","8160133","59647","-265.15","1101.34","166.02","2","0","1"
"870","Field Hand","515490","8160119","59647","-246.79","1068.02","166.02","2","0","1"
"870","Field Hand","515501","8160102","59647","-269.13","1013.72","160.97","2","0","1"
"870","Field Hand","515504","8160103","59647","-285.9","1043.74","160.97","2","0","1"
"870","Fieldwatcher Mao","505819","8162358","66235","3025.1","-592.4","242.15","2","0","1"
"870","Finding Kovok - Effects Bunny","528775","8179361","64253","-1122.67","3923.16","0.68","2","0","1"
"870","Finding Kovok - Effects Bunny","528790","8179366","64253","-1124.89","3931.3","0.7","2","0","1"
"870","Finding Kovok - Effects Bunny","528791","8179365","64253","-1127.53","3927.36","0.9","2","0","1"
"870","Finding Kovok - Effects Bunny","528804","8179367","64253","-1130.29","3923.25","0.7","2","0","1"
"870","Finding Kovok - Effects Bunny","528811","8179368","64253","-1132.45","3930.79","0.69","2","0","1"
"870","Fire Bunny","509564","8170700","63672","4711.39","1027.09","16.28","2","0","1"
"870","Fire Bunny","509575","8170705","63672","4690.31","1071.98","11.05","2","0","1"
"870","Fire Bunny","509592","8170699","63672","4706.59","1021.58","15.44","2","0","1"
"870","Fire Bunny","509593","8170698","63672","4713.06","1032.21","15.53","2","0","1"
"870","Fire Bunny","509600","8170707","63672","4703.83","1085.23","10.78","2","0","1"
"870","Fire Bunny","509601","8170706","63672","4702.73","1075.86","10.71","2","0","1"
"870","Fire Spirit","533981","8155883","67005","928.41","336.86","508.7","2","0","1"
"870","Fire Spirit","533982","8155876","67005","931.96","338.74","506.65","2","0","1"
"870","Fire Spirit","535222","8155687","67005","1581.99","918.42","476.93","2","0","1"
"870","Fish Fellreed","516400","8159732","58705","310.28","1041.28","145.74","2","0","1"
"870","Fisherman Haito","518745","8180462","59584","-1523.95","-236.08","15.29","2","0","1"
"870","Fiznix","518758","8180461","60136","-1503.7","-215.26","0.67","2","0","1"
"870","Flame Spout","506690","8171556","61794","3635.39","1807.29","743.06","2","0","1"
"870","Flame Spout","506806","8171558","61794","3632.76","1782.17","743.06","2","0","1"
"870","Flame Spout","506809","8171593","61794","3569.98","1638.19","742.75","2","0","1"
"870","Flame Spout","506814","8171594","61794","3638.14","1650.22","742.75","2","0","1"
"870","Flame Spout","506815","8171633","61794","3625.01","1639.16","742.75","2","0","1"
"870","Flame Spout","506826","8171602","61794","3613.44","1646.67","742.75","2","0","1"
"870","Flame Spout","506828","8171575","61794","3648.42","1694.66","742.75","3","0","1"
"870","Flame Spout","506829","8171569","61794","3615.17","1728.56","743.06","2","0","1"
"870","Flame Spout","506831","8171559","61794","3608.3","1784.29","743.06","2","0","1"
"870","Flame Spout","506833","8171554","61794","3610.79","1809.44","743.06","2","0","1"
"870","Flame Spout","506834","8171555","61794","3621.86","1795.87","743.06","2","0","1"
"870","Flame Spout","506836","8171599","61794","3577.72","1656.28","742.75","2","0","1"
"870","Flame Spout","506837","8171598","61794","3601.57","1647.7","742.75","2","0","1"
"870","Flame Spout","506840","8171577","61794","3569.04","1695.79","742.75","2","0","1"
"870","Flame Spout","506841","8171574","61794","3646.7","1675.4","742.75","2","0","1"
"870","Flame Spout","506843","8171576","61794","3573.46","1675.8","742.75","2","0","1"
"870","Flame Spout","510209","8171635","61794","3604.97","1622.03","742.75","2","0","1"
"870","Flame Spout","8183342","8171575","61794","3648.42","1694.66","742.75","3","1","1"
"870","Flare Bunny","503589","8163212","63768","1731.48","-708.51","322.82","2","0","1"
"870","Flare Bunny","503592","8163213","63768","1721.38","-701.01","324.23","2","0","1"
"870","Flare Bunny","503607","8163293","63768","1714.93","-714.61","321.09","2","0","1"
"870","Flare Bunny","503613","8163294","63768","1725.2","-720.02","323.31","2","0","1"
"870","Flies in Fort Grookin","503737","8165744","58996","1359.92","-497.81","355.05","2","0","1"
"870","Flies in Fort Grookin","503740","8165745","58996","1375.27","-431.19","361.05","2","0","1"
"870","Flies in Fort Grookin","503747","8165747","58996","1380.02","-408.06","361.19","2","0","1"
"870","Flies in Fort Grookin","503748","8165749","58996","1326.62","-427.45","355.75","2","0","1"
"870","Flies in Fort Grookin","503749","8165746","58996","1351.98","-525.87","345.67","2","0","1"
"870","Fo Fook","518802","8180416","60675","-1396.24","-202.15","1.58","2","0","1"
"870","Foreman Mann","504008","8163852","56346","2394.14","-2105.36","230.12","2","0","1"
"870","Forest Cub","8165235","8165234","59103","1777.44","-2015.37","198.5","2","1","1"
"870","Forest Prowler","502459","8163169","56272","2099.63","-611.6","391.71","2","0","1"
"870","Forest Prowler","503533","8165592","56272","1613.53","-849.33","300.05","2","0","1"
"870","Four Winds Clifftop","514598","8160888","57456","-932.36","667.49","159.71","3","0","1"
"870","Four Winds Clifftop","8180821","8160888","57456","-932.36","667.49","159.71","3","1","1"
"870","Frances Lin","535185","1030","64127","1661.5","990.88","471.01","2","0","1"
"870","Francis the Shepherd Boy","512809","8158374","56208","234.85","-386.99","247.58","2","0","1"
"870","Freed Farmhand","508375","8170035","59690","2308.14","926","481.23","2","0","1"
"870","Freed Farmhand","508378","8170034","59690","2306.92","924.44","481.24","2","0","1"
"870","Freed Farmhand","508386","8170047","59690","2311.32","916.13","481.67","2","0","1"
"870","Freed Farmhand","508399","8169924","59690","2117.24","1478.91","487.97","2","0","1"
"870","Freed Farmhand","508400","8169921","59690","2119.52","1480.89","487.97","2","0","1"
"870","Freed Farmhand","508412","8169925","59690","2104.84","1476.06","487.97","2","0","1"
"870","Freed Farmhand","508413","8169929","59690","2105.05","1478.89","487.97","2","0","1"
"870","Frightened Mushan","526343","8177887","62760","673.11","3620.69","220.67","2","0","1"
"870","Frightened Mushan","527675","8177751","62760","885.92","3341.85","237.88","2","0","1"
"870","Frightened Mushan","527676","8177753","62760","887.65","3357.24","239.74","2","0","1"
"870","Furious Paw'don Defender","501048","20451","60969","-521.44","-1661.16","9.77","2","0","1"
"870","Furious Paw'don Defender","501049","20450","60969","-526.79","-1640.14","11.11","2","0","1"
"870","Furious Paw'don Defender","501050","20449","60969","-542.03","-1685.39","8.95","2","0","1"
"870","Furious Paw'don Defender","501061","20438","60969","-545.13","-1627.34","11.89","2","0","1"
"870","Furious Paw'don Defender","501062","20437","60969","-556.43","-1660.92","11.46","2","0","1"
"870","Furious Paw'don Defender","501063","20436","60969","-573.09","-1696.28","9.66","2","0","1"
"870","Furious Paw'don Defender","501068","20431","60969","-626.45","-1673.53","12.76","2","0","1"
"870","Furious Paw'don Defender","501069","20430","60969","-620.15","-1624.22","14.41","2","0","1"
"870","Furious Paw'don Defender","501072","20427","60969","-553.82","-1722.95","8.18","2","0","1"
"870","Furious Paw'don Defender","501073","20426","60969","-613.89","-1710.62","11.4","2","0","1"
"870","Furious Paw'don Defender","501074","20425","60969","-597.17","-1660.39","12.58","2","0","1"
"870","Furious Paw'don Defender","501075","20424","60969","-582.97","-1620.9","12.77","2","0","1"
"870","Furious Paw'don Defender","501076","20423","60969","-582.48","-1737.75","7.14","2","0","1"
"870","Ga'trul","570762","20337","66396","-833.63","-1798.49","4.62","2","0","1"
"870","Gai Lan","515133","8159936","57385","-257.54","1164.85","169.68","2","0","1"
"870","Gai-Cho Earthtalker","525352","8173766","62553","3001.57","3518.13","404.49","2","0","1"
"870","Gai-Cho Earthtalker","525353","8173767","62553","3003.44","3508.96","404.49","2","0","1"
"870","Gai-Cho Earthtalker","525356","8173794","62553","2863.74","3485.65","367.43","2","0","1"
"870","Gai-Cho Earthtalker","525363","8173783","62553","2872.03","3524.49","377.44","2","0","1"
"870","Gai-Cho Earthtalker","525368","8173754","62553","2949.38","3587.18","404.13","2","0","1"
"870","Gai-Cho Earthtalker","525370","8173758","62553","2973.06","3575.19","404.13","2","0","1"
"870","Gai-Cho Earthtalker","525379","8173777","62553","2916.01","3492.71","377.44","2","0","1"
"870","Gai-Cho Earthtalker","525380","8173769","62553","2972.14","3511.62","394.11","2","0","1"
"870","Gai-Cho Earthtalker","525382","8173792","62553","2833.83","3508.75","353.18","2","0","1"
"870","Gai-Cho Earthtalker","525398","8173789","62553","2893.74","3438.99","377.44","2","0","1"
"870","Gai-Cho Earthtalker","525404","8173774","62553","2985.9","3456.15","404.73","2","0","1"
"870","Gai-Cho Earthtalker","525405","8173773","62553","2971.91","3458.32","404.4","2","0","1"
"870","Gai-Cho Pitchthrower","525360","8173784","62608","2891.92","3506.03","377.44","2","0","1"
"870","Gai-Cho Pitchthrower","525361","8173785","62608","2875.18","3520.45","377.44","2","0","1"
"870","Gai-Cho Pitchthrower","525371","8173759","62608","2992.7","3543.9","404.15","2","0","1"
"870","Gai-Cho Pitchthrower","525381","8173795","62608","2863.25","3474.22","367.65","2","0","1"
"870","Gai-Cho Pitchthrower","525383","8173793","62608","2840.23","3512.19","352.73","2","0","1"
"870","Gai-Cho Pitchthrower","525384","8173796","62608","2843.7","3488.84","360.67","2","0","1"
"870","Gai-Cho Pitchthrower","525395","8173791","62608","2954.25","3413.99","394.31","2","0","1"
"870","Gai-Cho Pitchthrower","525397","8173788","62608","2886.61","3444.45","377.44","2","0","1"
"870","Gai-Cho Pitchthrower","525403","8173772","62608","2992.27","3465.47","404.84","2","0","1"
"870","Gai-Cho Yaungol","525355","8173770","62552","2970.04","3508.24","394.11","2","0","1"
"870","Gai-Cho Yaungol","525357","8173776","62552","2913.9","3503.73","377.44","2","0","1"
"870","Gai-Cho Yaungol","525358","8173761","62552","2987.01","3571.19","404.13","2","0","1"
"870","Gai-Cho Yaungol","525359","8173786","62552","2891.4","3512.53","377.44","2","0","1"
"870","Gai-Cho Yaungol","525364","8173762","62552","2986.51","3530.64","404.29","2","0","1"
"870","Gai-Cho Yaungol","525366","8173756","62552","2953.03","3588.09","404.13","2","0","1"
"870","Gai-Cho Yaungol","525374","8173751","62552","2902.82","3556.39","379.07","2","0","1"
"870","Gai-Cho Yaungol","525375","8173752","62552","2907.62","3554.34","378.94","2","0","1"
"870","Gai-Cho Yaungol","525385","8173797","62552","2838.14","3485.51","360.63","2","0","1"
"870","Gai-Cho Yaungol","525396","8173790","62552","2884.46","3452.75","377.44","2","0","1"
"870","Gai-Cho Yaungol","525402","8173768","62552","3006.14","3502.82","404.44","2","0","1"
"870","Gai-Cho Yaungol","525406","8173781","62552","2952.74","3424.8","394.35","2","0","1"
"870","Gao-Ran Blackguard","521565","8175511","61083","1475.71","2774.9","296.58","2","0","1"
"870","Gao-Ran Blackguard","522911","8175523","61017","1332.89","2869.57","281.18","2","0","1"
"870","Gao-Ran Blackguard","522943","8175489","61083","1433.02","2807.36","302.83","2","0","1"
"870","Gao-Ran Blackguard","522975","8175461","61082","1411.12","2739.03","315.14","2","0","1"
"870","Gao-Ran Blackguard","522988","8175425","61083","1407.45","2682.92","322.3","2","0","1"
"870","Gao-Ran Blackguard","522993","8175426","61083","1395.33","2682.57","322.26","2","0","1"
"870","Gao-Ran Blackguard","522998","8175410","61082","1397.91","2623.5","344.93","2","0","1"
"870","Gao-Ran Blackguard","523023","8175456","61082","1345.08","2725.4","318.6","2","0","1"
"870","Gao-Ran Blackguard","523179","8175408","61017","1367.15","2548.62","336.51","2","0","1"
"870","Gao-Ran Blackguard","523180","8175407","61017","1352.66","2564.23","337.39","2","0","1"
"870","Gao-Ran Cannoneer","522898","8175503","61702","1290.96","2778.68","284.44","2","0","1"
"870","Gao-Ran Cannoneer","522899","8175486","61702","1316.63","2781.68","289.09","2","0","1"
"870","Gao-Ran Cannoneer","522913","8175518","61702","1281.77","2838.16","272.36","2","0","1"
"870","Gao-Ran Cannoneer","522918","8175483","61702","1322.15","2786.81","289.08","2","0","1"
"870","Gao-Ran Cannoneer","522938","8175510","61702","1284.01","2772.27","284.47","2","0","1"
"870","Gao-Ran Cannoneer","522941","8175467","61702","1343.95","2746.1","317.06","2","0","1"
"870","Gao-Ran Cannoneer","522951","8175492","61702","1361.17","2831.5","292.29","2","0","1"
"870","Gao-Ran Cannoneer","522963","8175485","61702","1360.41","2823.75","292.47","2","0","1"
"870","Gao-Ran Cannoneer","522966","8175498","61702","1337.8","2831.4","286.2","2","0","1"
"870","Gao-Ran Cannoneer","522967","8175502","61702","1338.08","2841.08","285.74","2","0","1"
"870","Gao-Ran Cannoneer","522974","8175508","61702","1342.98","2846.84","286.07","2","0","1"
"870","Gao-Ran Cannoneer","523013","8175468","61702","1334.63","2736.58","317.06","2","0","1"
"870","Gao-Ran Magus","522916","8175479","61019","1340.58","2792.82","289.26","2","0","1"
"870","Gao-Ran Magus","522932","8175514","61019","1272.2","2795.07","265.99","2","0","1"
"870","Gao-Ran Magus","522986","8175450","61019","1421.95","2719.46","316.67","2","0","1"
"870","Gao-Ran Marksman","522900","8175500","61018","1298.92","2786.2","283.07","2","0","1"
"870","Gao-Ran Marksman","522978","8175465","61018","1376.84","2776.06","308.03","2","0","1"
"870","Gao-Ran the Tempered","522990","8175431","61067","1401.52","2684.97","322.39","2","0","1"
"870","Garden Visitor","503027","8165030","56815","1555.8","-2239.97","156.54","2","0","1"
"870","Garden Visitor","503031","8165024","56815","1562.1","-2239.13","155.97","2","0","1"
"870","Garden Visitor","503154","8165112","56815","1482","-2302.14","153.69","2","0","1"
"870","Gardener Fran","515049","8159586","62377","219.8","783.02","161.74","2","0","1"
"870","Garrosh'ar Gear-Greaser","501160","20361","66290","-652.1","-1547.49","5.08","3","0","1"
"870","Garrosh'ar Gear-Greaser","501168","20360","66290","-665.46","-1592.38","16.03","3","0","1"
"870","Garrosh'ar Gear-Greaser","501178","20358","66290","-667.43","-1569.37","6.16","3","0","1"
"870","Garrosh'ar Gear-Greaser","501205","20350","66290","-660.2","-1527.69","2.07","3","0","1"
"870","Garrosh'ar Gear-Greaser","582894","20358","66290","-667.43","-1569.37","6.16","3","0","1"
"870","Garrosh'ar Gear-Greaser","582895","20360","66290","-665.46","-1592.38","16.03","3","0","1"
"870","Garrosh'ar Gear-Greaser","582896","20361","66290","-652.1","-1547.49","5.08","3","0","1"
"870","Garrosh'ar Gear-Greaser","582898","20350","66290","-660.2","-1527.69","2.07","3","0","1"
"870","Garrosh'ar Gear-Greaser","582899","8166725","66290","-705.45","-1774","0.57","2","0","1"
"870","Garrosh'ar Gear-Greaser","582900","8166670","66290","-728.18","-1732.61","27.84","2","0","1"
"870","Garrosh'ar Grunt","501071","20428","66398","-685.6","-1760.25","4.99","2","0","1"
"870","Garrosh'ar Grunt","501079","20420","66398","-639.06","-1536.78","4.36","2","0","1"
"870","Garrosh'ar Grunt","501083","20419","66398","-676.29","-1662.48","16.53","2","0","1"
"870","Garrosh'ar Grunt","501085","20418","66398","-720.66","-1744.37","28.18","2","0","1"
"870","Garrosh'ar Grunt","501088","20416","66398","-722.37","-1687.16","16.5","2","0","1"
"870","Garrosh'ar Grunt","501092","20412","66398","-602.59","-1519.66","0.79","2","0","1"
"870","Garrosh'ar Grunt","501093","20411","66398","-645.64","-1681.91","13.67","2","0","1"
"870","Garrosh'ar Grunt","501094","20410","66398","-650.18","-1732.28","19.6","2","0","1"
"870","Garrosh'ar Grunt","501095","20409","66398","-639.75","-1629.03","15.61","2","0","1"
"870","Garrosh'ar Grunt","501096","20408","66398","-650.91","-1500.23","6.06","2","0","1"
"870","Garrosh'ar Grunt","501097","20407","66398","-665.52","-1526.82","2.13","2","0","1"
"870","Garrosh'ar Grunt","501098","20406","66398","-555.28","-1578.68","11.29","2","0","1"
"870","Garrosh'ar Grunt","501099","20405","66398","-536.67","-1732.32","5.96","2","0","1"
"870","Garrosh'ar Grunt","501100","20404","66398","-699.11","-1685.93","15.59","2","0","1"
"870","Garrosh'ar Grunt","501101","20403","66398","-725.45","-1600.77","26.15","2","0","1"
"870","Garrosh'ar Grunt","501102","20402","66398","-742.24","-1676.33","17.26","2","0","1"
"870","Garrosh'ar Grunt","501103","20401","66398","-793.68","-1644.25","3.78","2","0","1"
"870","Garrosh'ar Grunt","501106","20398","66398","-772.39","-1453.24","2.85","2","0","1"
"870","Garrosh'ar Grunt","501107","20397","66398","-775.5","-1765","10.85","2","0","1"
"870","Garrosh'ar Grunt","501109","20395","66398","-787.65","-1478.18","9.22","2","0","1"
"870","Garrosh'ar Grunt","501111","20393","66398","-798.81","-1475.04","3","2","0","1"
"870","Garrosh'ar Grunt","501113","20391","66398","-884.44","-1651.09","5.97","2","0","1"
"870","Garrosh'ar Grunt","501114","20390","66398","-862.46","-1592.65","0.56","2","0","1"
"870","Garrosh'ar Grunt","501115","20389","66398","-792.24","-1700.04","11.09","2","0","1"
"870","Garrosh'ar Grunt","501116","20388","66398","-836.51","-1751.51","9.15","2","0","1"
"870","Garrosh'ar Grunt","501118","20386","66398","-750.76","-1662.48","8.86","2","0","1"
"870","Garrosh'ar Grunt","501119","20385","66398","-765.8","-1630.1","12.5","2","0","1"
"870","Garrosh'ar Grunt","501121","20383","66398","-853.47","-1666.9","5.03","2","0","1"
"870","Garrosh'ar Grunt","501169","20359","66282","-697.65","-1634.88","19.73","2","0","1"
"870","Garrosh'ar Grunt","501180","20357","66282","-686.09","-1681.73","15.26","2","0","1"
"870","Garrosh'ar Grunt","501181","20356","66282","-687.63","-1660.68","17.55","2","0","1"
"870","Garrosh'ar Grunt","501183","20355","66282","-670.01","-1672.62","15.71","2","0","1"
"870","Garrosh'ar Grunt","501192","20354","66282","-669.01","-1697.94","17.71","2","0","1"
"870","Garrosh'ar Grunt","501193","20353","66282","-672.8","-1712.95","18.37","2","0","1"
"870","Garrosh'ar Shredder","20362","8166488","66459","-587.92","-1737.55","7.51","3","1","1"
"870","Garrosh'ar Shredder","20363","8166449","66459","-584.26","-1651.97","12.83","3","1","1"
"870","Garrosh'ar Shredder","20364","8166452","66459","-605.54","-1648.81","13.26","3","1","1"
"870","Garrosh'ar Shredder","20365","8166453","66459","-590.9","-1676.48","11.74","3","1","1"
"870","Garrosh'ar Shredder","20366","8166479","66459","-557.45","-1716.84","8.72","3","1","1"
"870","Garrosh'ar Shredder","20367","8166480","66459","-617.42","-1696.35","13.26","3","1","1"
"870","Garrosh'ar Shredder","20368","8166487","66459","-733.79","-1643.04","16.37","3","1","1"
